product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod010,Cus011,Mark003,2018-06-18,4,3583,"INR"
Prod010,Cus003,Mark003,2018-06-18,4,4954,"INR"
Prod010,Cus010,Mark003,2018-06-21,1,1889,"INR"
Prod010,Cus010,Mark003,2018-07-18,1,472,"INR"
Prod010,Cus003,Mark003,2018-07-18,1,1352,"INR"
Prod010,Cus012,Mark003,2018-07-19,1,1616,"INR"
Prod010,Cus003,Mark003,2018-07-19,1,449,"INR"
Prod010,Cus003,Mark003,2018-07-23,1,1801,"INR"
Prod010,Cus003,Mark003,2018-07-30,1,1801,"INR"
Prod010,Cus003,Mark003,2019-01-25,1,449,"INR"
Prod010,Cus003,Mark003,2019-02-04,1,449,"INR"
Prod010,Cus003,Mark003,2019-02-20,1,449,"INR"
Prod010,Cus003,Mark003,2019-03-13,1,444,"INR"
Prod010,Cus003,Mark003,2019-03-28,1,444,"INR"
Prod010,Cus003,Mark003,2019-04-30,1,0,"INR"
Prod011,Cus016,Mark002,2017-10-06,1,505,"INR"
Prod011,Cus016,Mark002,2017-10-13,1,1514,"INR"
Prod011,Cus016,Mark002,2017-10-20,1,2023,"INR"
Prod011,Cus016,Mark002,2017-10-27,25,37889,"INR"
Prod011,Cus016,Mark002,2018-02-08,1,593,"INR"
Prod011,Cus007,Mark004,2018-02-16,1,597,"INR"
Prod011,Cus007,Mark004,2018-02-26,1,2389,"INR"
Prod011,Cus016,Mark002,2018-03-01,1,593,"INR"
Prod011,Cus007,Mark004,2018-03-02,1,1194,"INR"
Prod011,Cus007,Mark004,2018-03-05,8,13736,"INR"
Prod011,Cus007,Mark004,2018-03-12,1,1194,"INR"
Prod011,Cus007,Mark004,2018-04-03,1,597,"INR"
Prod011,Cus007,Mark004,2018-04-09,1,597,"INR"
Prod011,Cus007,Mark004,2018-04-13,1,597,"INR"
Prod011,Cus017,Mark007,2018-04-24,17,17472,"INR"
Prod011,Cus007,Mark004,2018-04-26,2,2986,"INR"
Prod011,Cus007,Mark004,2018-04-27,2,2986,"INR"
Prod011,Cus007,Mark004,2018-05-07,1,597,"INR"
Prod011,Cus007,Mark004,2018-05-14,1,1194,"INR"
Prod011,Cus007,Mark004,2018-05-18,1,796,"INR"
Prod011,Cus017,Mark007,2018-05-31,26,26722,"INR"
Prod011,Cus007,Mark004,2018-06-11,1,796,"INR"
Prod011,Cus007,Mark004,2018-06-13,1,796,"INR"
Prod011,Cus007,Mark004,2018-06-14,1,3185,"INR"
